bets,wins,win_rate,staked,profit,roi,friction_adjusted_profit,friction_adjusted_roi,max_drawdown,average_odds,average_model_probability,average_edge,average_clv,clv_positive_rate,average_fractional_kelly,edge_threshold,model_type,max_odds,exclude_slams,surface,min_edge_trust
85,59,0.6941176470588235,85.0,9.729999999999999,0.1144705882352941,9.015400000000001,0.10606352941176472,-7.589999999999999,1.755411764705882,0.7058653662396548,0.100689153934009,-0.0012792839402496823,0.4,0.06445222637655529,0.03,top_10,3.0,False,Grass,
62,39,0.6290322580645161,62.0,7.109999999999999,0.1146774193548387,6.5078,0.10496451612903225,-6.8,1.8927419354838706,0.6723770999400771,0.1129494644281493,-0.0016953893578008235,0.3709677419354839,0.0691519807838978,0.05,top_10,3.0,False,Grass,
98,42,0.42857142857142855,98.0,11.610000000000001,0.11846938775510206,10.2578,0.10467142857142857,-12.440000000000001,2.935102040816327,0.40754380333011964,0.0463698481561614,0.01785853541999643,0.6632653061224489,0.01316373359113267,0.03,other,5.0,True,Clay,
107,53,0.4953271028037383,107.0,12.22,0.11420560747663552,10.895600000000002,0.10182803738317758,-9.36,2.7522429906542056,0.5030947551719511,0.07675978683500341,0.011313397363943569,0.5420560747663551,0.031576779485553944,0.02,,5.0,True,Grass,
133,53,0.39849624060150374,133.0,15.130000000000003,0.11375939849624062,13.2274,0.09945413533834586,-12.29,3.8032330827067673,0.43645728368404785,0.09964064284869473,0.00258541014882925,0.46616541353383456,0.04426491419163868,0.075,,10.0,False,Grass,
20,11,0.55,20.0,2.1399999999999997,0.10699999999999998,1.9171999999999998,0.09585999999999999,-2.1,2.2350000000000003,0.545797389070257,0.10726842388824331,0.007698570822001105,0.5,0.04279215804715912,0.1,other,3.0,False,,
94,65,0.6914893617021277,94.0,9.669999999999996,0.10287234042553188,8.896600000000001,0.09464468085106384,-7.39,1.723085106382979,0.7141638177935423,0.09684848005666026,-0.0009584903502162754,0.3829787234042553,0.06218799897234117,0.02,top_10,3.0,False,Grass,
123,56,0.45528455284552843,123.0,12.54,0.10195121951219512,10.949199999999998,0.08901788617886176,-12.329999999999998,2.9947154471544715,0.5004614493683925,0.1014739879873445,0.0016859310235632368,0.45528455284552843,0.04776504279260865,0.05,top_10,5.0,False,Grass,
168,86,0.5119047619047619,168.0,16.75,0.09970238095238096,14.774999999999997,0.08794642857142855,-9.559999999999999,2.740059523809524,0.5346402908848955,0.0900153994608963,0.0024494336813515646,0.47619047619047616,0.044079576328647306,0.03,,5.0,False,Grass,
9,5,0.5555555555555556,9.0,0.8800000000000001,0.0977777777777778,0.7824,0.08693333333333333,-1.5,2.106666666666667,0.584606959743653,0.12390562728919546,0.01626859945171842,0.6666666666666666,0.05186372912446392,0.1,other,3.0,False,Clay,
9,5,0.5555555555555556,9.0,0.8800000000000001,0.0977777777777778,0.7824,0.08693333333333333,-1.5,2.106666666666667,0.584606959743653,0.12390562728919546,0.01626859945171842,0.6666666666666666,0.05186372912446392,0.1,other,3.0,True,Clay,
159,83,0.5220125786163522,159.0,15.6,0.0981132075471698,13.767999999999997,0.08659119496855344,-10.82,2.700440251572327,0.5535533065705147,0.09217646444839402,0.002165298769877184,0.4528301886792453,0.046804330814465764,0.02,top_10,5.0,False,Grass,
96,45,0.46875,96.0,9.46,0.09854166666666668,8.250799999999998,0.08594583333333332,-9.36,3.1530208333333327,0.4857968802064625,0.0844513737782232,0.013660417018771466,0.5520833333333334,0.03523975747883757,0.02,top_10,10.0,True,Grass,
107,76,0.7102803738317757,107.0,10.01,0.09355140186915888,9.1898,0.08588598130841121,-8.39,1.6811214953271028,0.7233035315287294,0.09146299831446086,-0.002012693364524616,0.34579439252336447,0.05758987314332735,0.01,top_10,3.0,False,Grass,
